,School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Location 1,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
593,I.S. 53 - QUEENS,Q,27,CONCRETE/FLOOD/PARAPETS/ ROOFS/WINDOWS/C OF O,17300000.0,CIP,Q053,10-45 NAMEOKE STREET,Queens,11691.0,QUEENS   ,"(40.603622, -73.749097)",40.603622,-73.749097,14.0,31.0,103202.0,4298234.0,4155570025.0,Far Rockaway-Bayswater                                                     
594,I.S. 61 - QUEENS,Q,24,MASONRY/ROOFS/PARAPETS,5890000.0,CIP,Q061,98-50 50 AVENUE,Queens,11368.0,QUEENS   ,"(40.742668, -73.863307)",40.742668,-73.863307,4.0,21.0,44302.0,4046834.0,4018910032.0,Corona                                                                     
595,P.S. 63 - QUEENS,Q,27,WATER PENETRATION/EXT MASONRY/PARAPETS/ROOFS,4368000.0,CIP,Q063,90-15 SUTTER AVENUE,Queens,11417.0,QUEENS   ,"(40.67641, -73.846773)",40.67641,-73.846773,10.0,32.0,54.0,4190727.0,4091550025.0,Ozone Park                                                                 
599,P.S. 100 - QUEENS,Q,27,C OF O,1124600.0,CIP,Q100,111-11 118 STREET,Queens,11420.0,QUEENS   ,"(40.679984, -73.822078)",40.679984,-73.822078,10.0,28.0,102.0,4250416.0,4116230001.0,South Ozone Park                                                           
600,P.S. 102 - QUEENS,Q,24,ADA UPGRADE,2777000.0,CIP,Q102,55-24 VAN HORN STREET,Queens,11373.0,QUEENS   ,"(40.733514, -73.877857)",40.733514,-73.877857,4.0,25.0,479.0,4437597.0,4028790031.0,Elmhurst-Maspeth                                                           
601,P.S. 105 - QUEENS,Q,27,SANDY:HEATING/ELEC/FLD/AUD/ PIPING/HVAC/INT/PAVED,21198000.0,CIP,Q105,420 BEACH 51 STREET,Queens,11691.0,QUEENS   ,"(40.595779, -73.781876)",40.595779,-73.781876,14.0,31.0,97203.0,4302397.0,4159740003.0,Hammels-Arverne-Edgemere                                                   
603,P.S. 111 - QUEENS,Q,30,KITCHEN UPGRADE,2302171.0,CIP,Q111,37-15 13 STREET,Queens,11101.0,QUEENS   ,"(40.758831, -73.93938)",40.758831,-73.93938,1.0,26.0,43.0,4004419.0,4003630001.0,Queensbridge-Ravenswood-Long Island City                                   
604,P.S. 112 - QUEENS,Q,30,FY17 RESO A PLAYGROUND REDEVELOPMENT,1067000.0,CIP,Q112,25-05 37 AVENUE,Queens,11101.0,QUEENS   ,"(40.756891, -73.934523)",40.756891,-73.934523,1.0,26.0,33.0,4004170.0,4003440001.0,Queensbridge-Ravenswood-Long Island City                                   
605,P.S. 114 - QUEENS,Q,27,SANDY:INT/HEATING/ELEC/FLOOD/CLIM/PLAYGRND/PIPING,14780000.0,CIP,Q114,134-01 CRONSTON AVE,Queens,11694.0,QUEENS   ,"(40.578261, -73.854403)",40.578261,-73.854403,14.0,32.0,928.0,4305615.0,4162570001.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
606,P.S. 115 - QUEENS,Q,26,PARAPETS/EXT MASONRY,4950000.0,CIP,Q115,80-51 261 STREET,Queens,11004.0,QUEENS   ,"(40.744099, -73.709845)",40.744099,-73.709845,13.0,23.0,157902.0,4178127.0,4087170001.0,Glen Oaks-Floral Park-New Hyde Park                                        
607,P.S. 115 - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5544000.0,CIP,Q115,80-51 261 STREET,Queens,11004.0,QUEENS   ,"(40.744099, -73.709845)",40.744099,-73.709845,13.0,23.0,157902.0,4178127.0,4087170001.0,Glen Oaks-Floral Park-New Hyde Park                                        
608,P.S. 116 - QUEENS,Q,29,EXT MASONRY/ROOFS/CONCRETE ROOF DECK/PARAPETS,8800000.0,CIP,Q116,107-25 WREN PLACE,Queens,11433.0,QUEENS   ,"(40.700606, -73.782302)",40.700606,-73.782302,12.0,27.0,414.0,4218416.0,4102500001.0,South Jamaica                                                              
609,P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000.0,CIP,Q123,145-01 119 AVENUE,Queens,11436.0,QUEENS   ,"(40.678296, -73.79562)",40.678296,-73.79562,12.0,28.0,18402.0,4260828.0,4120190010.0,Baisley Park                                                               
610,P.S. 131 - QUEENS,Q,29,ROOFS/EXT MASONRY/PARAPETS,5688000.0,CIP,Q131,170-45 84TH AVENUE,Queens,11432.0,QUEENS   ,"(40.716617, -73.794637)",40.716617,-73.794637,8.0,24.0,456.0,4211112.0,4098750001.0,Briarwood-Jamaica Hills                                                    
612,P.S. 139 - QUEENS,Q,28,WATER PENETRATION/ROOFS,1456000.0,CIP,Q139,93-06 63 DRIVE,Queens,11374.0,QUEENS   ,"(40.72814, -73.863582)",40.72814,-73.863582,6.0,29.0,693.0,4072457.0,4030950050.0,Rego Park                                                                  
613,I.S. 145 - QUEENS,Q,30,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,8497000.0,CIP,Q145,33-34 80 STREET,Queens,11372.0,QUEENS   ,"(40.754661, -73.887112)",40.754661,-73.887112,3.0,25.0,285.0,4442764.0,4012520001.0,Jackson Heights                                                            
614,P.S. 151 - QUEENS,Q,30,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,5182000.0,CIP,Q151,50-05 31 AVENUE,Queens,11377.0,QUEENS   ,"(40.757499, -73.908898)",40.757499,-73.908898,1.0,22.0,163.0,4014094.0,4007520001.0,Astoria                                                                    
615,P.S. 155 - QUEENS,Q,27,TCU REMOVAL - PLAYGROUND REDEVELOPMENT,1411569.0,CIP,Q155,130-02 115 AVENUE,Queens,11420.0,QUEENS   ,"(40.67956, -73.8106)",40.67956,-73.8106,10.0,28.0,176.0,4252357.0,4116730001.0,South Ozone Park                                                           
616,P.S. 156 - QUEENS,Q,29,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,3275000.0,CIP,Q156,229-02 137 AVENUE,Queens,11413.0,QUEENS   ,"(40.673069, -73.743173)",40.673069,-73.743173,13.0,31.0,646.0,4283015.0,4131700012.0,Laurelton                                                                  
618,P.S. 160 - QUEENS,Q,28,CHIMNEY/ROOFS/PARAPETS/FLOOD,9370000.0,CIP,Q160,109-59 INWOOD STREET,Queens,11435.0,QUEENS   ,"(40.688103, -73.800415)",40.688103,-73.800415,12.0,28.0,196.0,4258143.0,4119420302.0,South Jamaica                                                              
620,P.S. 162 - QUEENS,Q,26,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,8630000.0,CIP,Q162,201-02 53 AVENUE,Queens,11364.0,QUEENS   ,"(40.749036, -73.777213)",40.749036,-73.777213,11.0,20.0,140901.0,4159363.0,4074100001.0,Bayside-Bayside Hills                                                      
623,Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,7221000.0,CIP,Q177,56-37 188 STREET,Queens,11365.0,QUEENS   ,"(40.74391, -73.788133)",40.74391,-73.788133,11.0,20.0,1417.0,4128231.0,4056740002.0,Auburndale                                                                 
624,THE SCHOLARS ACADEMY - QUEENS,Q,27,SANDY:AC/FLOOD/ELEC/HEAT/INTER/NON-SANDY:CLIM CTRL,13563283.0,CIP,Q180,320 BEACH 104 STREET,Queens,11694.0,QUEENS   ,"(40.584109, -73.825711)",40.584109,-73.825711,14.0,32.0,938.0,4303722.0,4161590012.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
625,P.S. 181 - QUEENS,Q,29,FLOORS & WALLS/ROOFS/PARAPETS/EXT MASONRY/FLOOD,4848000.0,CIP,Q181,148-15 230 STREET,Queens,11413.0,QUEENS   ,"(40.656126, -73.753207)",40.656126,-73.753207,13.0,31.0,694.0,4291453.0,4137180001.0,Springfield Gardens South-Brookville                                       
626,P.S. 184 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5631800.0,CIP,Q184,163-15 21 ROAD,Queens,11357.0,QUEENS   ,"(40.778095, -73.800163)",40.778095,-73.800163,7.0,19.0,1017.0,4129072.0,4057560001.0,Ft. Totten-Bay Terrace-Clearview                                           
629,J.H.S. 194 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6795000.0,CIP,Q194,154-60 17 AVENUE,Queens,11357.0,QUEENS   ,"(40.78365, -73.807838)",40.78365,-73.807838,7.0,19.0,1029.0,4107342.0,4047290001.0,Whitestone                                                                 
630,P.S. 333 - QUEENS,Q,27,REINF SLAB/HEATING PLT/ELEC/FLOOD ELIM/CLIM CTRL,12990000.0,CIP,Q198,3-65 BEACH 56 STREET,Queens,11692.0,QUEENS   ,"(40.593967, -73.786182)",40.593967,-73.786182,14.0,31.0,97204.0,4301929.0,4158940011.0,Hammels-Arverne-Edgemere                                                   
631,P.S. 333 - QUEENS,Q,27,SANDY NEW A/C CHILLERS,1278870.32,CIP,Q198,3-65 BEACH 56 STREET,Queens,11692.0,QUEENS   ,"(40.593967, -73.786182)",40.593967,-73.786182,14.0,31.0,97204.0,4301929.0,4158940011.0,Hammels-Arverne-Edgemere                                                   
632,P.S. 205 - QUEENS,Q,26,BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS,15560000.0,CIP,Q205,75-25 BELL BLVD,Queens,11364.0,QUEENS   ,"(40.737678, -73.756791)",40.737678,-73.756791,11.0,23.0,129103.0,4164007.0,4077530001.0,Oakland Gardens                                                            
633,P.S. 214 - QUEENS,Q,25,PARAPETS/FLOOD/EXT MASONRY/ROOFS,6786000.0,CIP,Q214,31-15 140 STREET,Queens,11354.0,QUEENS   ,"(40.770387, -73.828617)",40.770387,-73.828617,7.0,20.0,88901.0,4100846.0,4044130020.0,Flushing                                                                   
634,P.S. 215 - QUEENS,Q,27,LOW VOLTAGE ELECTRICAL SYSTEM,1213000.0,CIP,Q215,535 BRIAR PLACE,Queens,11691.0,QUEENS   ,"(40.5993, -73.758206)",40.5993,-73.758206,14.0,31.0,99801.0,4301194.0,4157720031.0,Far Rockaway-Bayswater                                                     
635,P.S. 215 - QUEENS,Q,27,SOLAR PANEL,2104380.0,CIP,Q215,535 BRIAR PLACE,Queens,11691.0,QUEENS   ,"(40.5993, -73.758206)",40.5993,-73.758206,14.0,31.0,99801.0,4301194.0,4157720031.0,Far Rockaway-Bayswater                                                     
636,J.H.S. 216 - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6000761.0,CIP,Q216,64-20 175 STREET,Queens,11365.0,QUEENS   ,"(40.737517, -73.794031)",40.737517,-73.794031,8.0,24.0,1341.0,4149078.0,4069030001.0,Fresh Meadows-Utopia                                                       
637,P.S. 219 - QUEENS,Q,25,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,1843000.0,CIP,Q219,144-39 GRAVETT ROAD,Queens,11367.0,QUEENS   ,"(40.735275, -73.823778)",40.735275,-73.823778,8.0,24.0,809.0,4448708.0,4065070001.0,Kew Gardens Hills                                                          
638,P.S. 223 - QUEENS,Q,27,WINDOWS/EXT MASONRY/PARAPETS,4565000.0,CIP,Q223,125-20 SUTPHIN BLVD,Queens,11434.0,QUEENS   ,"(40.674519, -73.789399)",40.674519,-73.789399,12.0,28.0,18401.0,4261713.0,4120510001.0,Baisley Park                                                               
639,P.S. 317 - QUEENS,Q,27,SANDY: HEAT/FLOOD/ELEC/ INTERIOR/NON-SANDY:CLIMATE,6339000.0,CIP,Q225,1-90 BEACH 110 STREET,Queens,11694.0,QUEENS   ,"(40.580928, -73.831836)",40.580928,-73.831836,14.0,32.0,938.0,4303853.0,4161810001.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
640,I.S. 226 - QUEENS,Q,27,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,3960000.0,CIP,Q226,121-10 ROCKAWAY BOULEVARD,Queens,11420.0,QUEENS   ,"(40.675771, -73.816938)",40.675771,-73.816938,10.0,28.0,840.0,4253607.0,4117140100.0,South Ozone Park                                                           
643,P.S. 254 - QUEENS,Q,27,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,7286400.0,CIP,Q254,84-40 101ST STREET,Queens,11418.0,QUEENS   ,"(40.697961, -73.84796)",40.697961,-73.84796,9.0,32.0,24.0,4191296.0,4091770023.0,Richmond Hill                                                              
644,P.S. / I.S. 270 - QUEENS,Q,29,DEFECTIVE PARAPETS/EXT MASONRY/ROOFS,5347000.0,CIP,Q270,233-15 MERRICK BLVD,Queens,11422.0,QUEENS   ,"(40.674831, -73.736713)",40.674831,-73.736713,13.0,31.0,618.0,4529511.0,4129730001.0,Laurelton                                                                  
645,AUGUST MARTIN HS - QUEENS,Q,27,LIBRARY UPGRADE,1644000.0,CIP,Q400,156-10 BAISLEY BLVD,Queens,11434.0,QUEENS   ,"(40.675633, -73.783342)",40.675633,-73.783342,12.0,28.0,294.0,4265978.0,4122610001.0,Springfield Gardens North                                                  
648,BEACH CHANNEL HS - QUEENS,Q,27,SANDY FIRE ALARM/NON SANDY PA SYSTEM,8947000.0,CIP,Q410,100-00 BEACH CHANNEL DRIVE,Queens,11694.0,QUEENS   ,"(40.586066, -73.822624)",40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
649,BEACH CHANNEL HS - QUEENS,Q,27,SANDY:HTNG/ELEC/FLD/CLIMATE/ PIPING/INT/GENERATOR,22190800.0,CIP,Q410,100-00 BEACH CHANNEL DRIVE,Queens,11694.0,QUEENS   ,"(40.586066, -73.822624)",40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
650,BEACH CHANNEL HS - QUEENS,Q,27,SANDY REPAIRS-ATHLETIC FIELD,3087911.79,CIP,Q411,100-00 BEACH CHANNEL DRIVE,Queens,11694.0,QUEENS   ,"(40.586066, -73.822624)",40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
651,BENJAMIN N. CARDOZO HS - QUEEN,Q,26,ATHLETIC FIELDS/TCU REMOVAL & PLAYGROUND REDEVELOP,7897628.0,CIP,Q415,57-00 223 STREET,Queens,11364.0,QUEENS   ,"(40.752333, -73.75599)",40.752333,-73.75599,11.0,23.0,138501.0,4161735.0,4075290001.0,Oakland Gardens                                                            
652,EXCELSIOR PREP HIGH SCHOOL - Q,Q,29,EXT MASONRY/ROOFS/PAVED AREA-CONCRETE,6980000.0,CIP,Q420,143-10 SPRINGFIELD BLVD,Queens,11413.0,QUEENS   ,"(40.668235, -73.756839)",40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
654,FRANCIS LEWIS HS - QUEENS,Q,26,WATER PENETRATION,1469000.0,CIP,Q430,58-20 UTOPIA PKWY,Queens,11365.0,QUEENS   ,"(40.740724, -73.79283)",40.740724,-73.79283,11.0,20.0,1417.0,4148763.0,4068820001.0,Auburndale                                                                 
655,MARTIN VAN BUREN HS - QUEENS,Q,26,RENEWAL SCHOOL BASED HEALTH CENTER,1829000.0,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427.0,QUEENS   ,"(40.733066, -73.738756)",40.733066,-73.738756,13.0,23.0,1301.0,4166101.0,4079300002.0,Bellerose                                                                  
656,FOREST HILLS H.S.,Q,28,CONCRETE PAVED AREAS,3463000.0,CIP,Q440,67-01 110 STREET,Queens,11375.0,QUEENS   ,"(40.729402, -73.845637)",40.729402,-73.845637,6.0,29.0,747.0,4052143.0,4021890002.0,Forest Hills                                                               
657,WILLIAM C. BRYANT HS - QUEENS,Q,30,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,2499000.0,CIP,Q445,48-10 31 AVENUE,Queens,11103.0,QUEENS   ,"(40.75823, -73.910514)",40.75823,-73.910514,1.0,26.0,163.0,4013655.0,4007380002.0,Astoria                                                                    
659,LONG ISLAND CITY HS - Q,Q,30,FIRE ALARM SYSTEM/BUILDING MGMT SYSTEM,18432800.0,CIP,Q452,14-30 BROADWAY,Queens,11106.0,QUEENS   ,"(40.765826, -73.9328)",40.765826,-73.9328,1.0,22.0,45.0,4467709.0,4005290002.0,Astoria                                                                    
660,FREDERICK DOUGLASS ACADEMY VI,Q,27,MSNRY/ROOFS/WINDOWS/PARAPETS/NATATORIUM STRUC REPR,21377000.0,CIP,Q465,8-21 BAY 25 STREET,Queens,11691.0,QUEENS   ,"(40.60201, -73.762795)",40.60201,-73.762795,14.0,31.0,100802.0,4300730.0,4157360001.0,Far Rockaway-Bayswater                                                     
661,RICHMOND HILL HS - QUEENS,Q,27,STEEL DETERIORATED COLUMS & COLUMN,1064400.0,CIP,Q475,89-30 114 STREET,Queens,11418.0,QUEENS   ,"(40.695888, -73.833681)",40.695888,-73.833681,9.0,28.0,124.0,4195688.0,4093210001.0,Richmond Hill                                                              
662,AVIATION HS - QUEENS,Q,24,FUEL FIRE/ROOFS/PARAPETS/MSNRY/ FLOOD/GYM UPG/WIN,17941252.0,CIP,Q610,45-30 36 STREET,Queens,11101.0,QUEENS   ,"(40.743509, -73.929076)",40.743509,-73.929076,2.0,26.0,179.0,4436685.0,4002260001.0,Hunters Point-Sunnyside-West Maspeth                                       
664,YOUNG WOMENS' LEADERSHIP SCHOO,Q,28,ROOF STRUCTURAL DAMAGE/EXTERIOR MASONRY,1545000.0,CIP,Q680,150-91 87 ROAD,Queens,11432.0,QUEENS   ,"(40.707527, -73.806412)",40.707527,-73.806412,8.0,24.0,236.0,4207510.0,4097070048.0,Briarwood-Jamaica Hills                                                    
665,P.S. 16 - QUEENS,Q,24,EXTERIOR MASONRY,1855000.0,CIP,Q721,41-15 104 STREET,Queens,11368.0,QUEENS   ,"(40.748987, -73.86123)",40.748987,-73.86123,4.0,21.0,403.0,4048820.0,4019850001.0,North Corona                                                               
666,Q721 SPED - QUEENS,Q,24,EXTERIOR MASONRY/ROOFS,4300000.0,CIP,Q722,57-12 94TH STREET,Queens,11373.0,QUEENS   ,"(40.736003, -73.867478)",40.736003,-73.867478,4.0,25.0,683.0,4462647.0,4018730050.0,Elmhurst                                                                   
667,P.S. 106 - QUEENS,Q,27,DEMOLITION & PAVED AREA/TCU REMOVAL PLAYGROUND RED,2482000.0,CIP,Q806,180 BEACH 35 STREET,Queens,11691.0,QUEENS   ,"(40.593779, -73.767199)",40.593779,-73.767199,14.0,31.0,992.0,4441244.0,4158610035.0,Hammels-Arverne-Edgemere                                                   
669,Q811 SPED - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5680000.0,CIP,Q811,61-25 MARATHON PKWY,Queens,11362.0,QUEENS   ,"(40.756778, -73.729487)",40.756778,-73.729487,11.0,23.0,152902.0,4173060.0,4083610001.0,Douglas Manor-Douglaston-Little Neck                                       
671,P.S. 43 - QUEENS,Q,27,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,3290000.0,CIP,Q907,12 MARVIN STREET,Queens,11691.0,QUEENS   ,"(40.59359, -73.760448)",40.59359,-73.760448,14.0,31.0,99802.0,4531136.0,4158190148.0,Far Rockaway-Bayswater                                                     
672,P.S. 1 - STATEN ISLAND,R,31,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS,11891000.0,CIP,R001,58 SUMMIT STREET,Staten Island,10307.0,STATEN IS,"(40.509037, -74.244118)",40.509037,-74.244118,3.0,51.0,24401.0,5107854.0,5078980001.0,Charleston-Richmond Valley-Tottenville                                     
676,P.S. 19 - STATEN ISLAND,R,31,PARAPETS/FLOOD/AREAWAY WINDOWS/EXT MASONRY/ROOFS,4814365.81,CIP,R019,780 POST AVENUE,Staten Island,10310.0,STATEN IS,"(40.631214, -74.127101)",40.631214,-74.127101,1.0,49.0,141.0,5006175.0,5002270024.0,West New Brighton-New Brighton-St. George                                  
678,P.S. 29 - STATEN ISLAND,R,31,EXTERIOR MASONRY/ROOFS/PARAPETS,3790000.0,CIP,R029,1581 VICTORY BLVD,Staten Island,10314.0,STATEN IS,"(40.613604, -74.115988)",40.613604,-74.115988,1.0,50.0,147.0,5009028.0,5003310001.0,Westerleigh                                                                
680,P.S. 32 - STATEN ISLAND,R,31,WATER INFILTRATION/EXT MASONRY/GYM ROOF,2088000.0,CIP,R032,232 BARLOW AVENUE,Staten Island,10308.0,STATEN IS,"(40.558966, -74.155517)",40.558966,-74.155517,3.0,51.0,14608.0,5070651.0,5054440012.0,Great Kills                                                                
681,I.S. 34 - STATEN ISLAND,R,31,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,11177000.0,CIP,R034,528 ACADEMY AVE,Staten Island,10307.0,STATEN IS,"(40.508284, -74.243428)",40.508284,-74.243428,3.0,51.0,24401.0,5088090.0,5078940001.0,Charleston-Richmond Valley-Tottenville                                     
682,P.S. 35 - STATEN ISLAND,R,31,HEATING PLANT/CLIMATE CONTROL,3738000.0,CIP,R035,60 FOOTE AVENUE,Staten Island,10301.0,STATEN IS,"(40.613721, -74.099626)",40.613721,-74.099626,1.0,49.0,47.0,5015603.0,5006100127.0,Grymes Hill-Clifton-Fox Hills                                              
684,P.S. 41 - STATEN ISLAND,R,31,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,1649000.0,CIP,R041,216 CLAWSON STREET,Staten Island,10306.0,STATEN IS,"(40.574044, -74.109282)",40.574044,-74.109282,2.0,50.0,122.0,5052791.0,5036450007.0,New Dorp-Midland Beach                                                     
685,CSI HS FOR INTERNATIONAL STUDI,R,31,PLAYGROUND REDEVELOPMENT,2923000.0,CIP,R043,100 ESSEX DRIVE,Staten Island,10314.0,STATEN IS,"(40.581315, -74.158589)",40.581315,-74.158589,2.0,51.0,27702.0,5149609.0,5024500320.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
690,NEW DORP HS - STATEN ISLAND,R,31,FY16 RESO A CAFETERIA/MULTIPURPOSE,1472983.08,CIP,R435,465 NEW DORP LANE,Staten Island,10306.0,STATEN IS,"(40.569393, -74.107737)",40.569393,-74.107737,2.0,50.0,11202.0,5055367.0,5039300010.0,New Dorp-Midland Beach                                                     
692,NEW DORP HS - STATEN ISLAND,R,31,ATHLETIC FIELDS,7825000.0,CIP,R436,465 NEW DORP LANE,Staten Island,10306.0,STATEN IS,"(40.569393, -74.107737)",40.569393,-74.107737,2.0,50.0,11202.0,5055367.0,5039300010.0,New Dorp-Midland Beach                                                     
693,CURTIS HS - STATEN ISLAND,R,31,BRIDGE & REPAIR WK/PARAPETS/WASTE SYS/WINDOWS/ROOF,12443000.0,CIP,R450,105 HAMILTON AVENUE,Staten Island,10301.0,STATEN IS,"(40.644735, -74.081222)",40.644735,-74.081222,1.0,49.0,7.0,5106483.0,5000220001.0,West New Brighton-New Brighton-St. George                                  
694,TOTTENVILLE HS - STATEN ISLAND,R,31,FY 16 RESO A WIRING UPGRADE,1335000.0,CIP,R455,100 LUTEN AVENUE,Staten Island,10312.0,STATEN IS,"(40.528092, -74.192032)",40.528092,-74.192032,3.0,51.0,198.0,5082634.0,5066130001.0,Annadale-Huguenot-Prince's Bay-Eltingville                                 
695,SUSAN E. WAGNER HS - STATEN IS,R,31,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,28898919.0,CIP,R460,1200 MANOR ROAD,Staten Island,10314.0,STATEN IS,"(40.596803, -74.124227)",40.596803,-74.124227,2.0,50.0,181.0,5146639.0,5009550100.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
696,SUSAN E. WAGNER HS - STATEN IS,R,31,STH SBHC,1999000.0,CIP,R460,1200 MANOR ROAD,Staten Island,10314.0,STATEN IS,"(40.596803, -74.124227)",40.596803,-74.124227,2.0,50.0,181.0,5146639.0,5009550100.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
701,BRONX CNTR FOR SCIENCE & MATH,X,9,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,5747000.0,CIP,X002,1365 FULTON AVENUE,Bronx,10456.0,BRONX    ,"(40.833696, -73.902477)",40.833696,-73.902477,3.0,16.0,14701.0,2009617.0,2029250056.0,Claremont-Bathgate                                                         
702,P.S. 3 - BRONX,X,10,DTERIORATED COPING STONES/PAVED AREA CONCRETE/ROOF,3292540.0,CIP,X003,2100 LAFONTAINE AVE,Bronx,10457.0,BRONX    ,"(40.849897, -73.892289)",40.849897,-73.892289,6.0,15.0,37504.0,2099356.0,2030620043.0,East Tremont                                                               
703,P.S. 3 - BRONX,X,10,HVAC CONTROLS/VENTILATION,5388000.0,CIP,X003,2100 LAFONTAINE AVE,Bronx,10457.0,BRONX    ,"(40.849897, -73.892289)",40.849897,-73.892289,6.0,15.0,37504.0,2099356.0,2030620043.0,East Tremont                                                               
705,P.S. 9 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6542000.0,CIP,X009,230 EAST 183 STREET,Bronx,10458.0,BRONX    ,"(40.857067, -73.898936)",40.857067,-73.898936,5.0,15.0,38301.0,2013561.0,2031500010.0,Fordham South                                                              
706,P.S. 11 - BRONX,X,9,DEFECTIVE RETAINING WALL & PAVEMENTS,2500000.0,CIP,X011,1257 OGDEN AVENUE,Bronx,10452.0,BRONX    ,"(40.839378, -73.925714)",40.839378,-73.925714,4.0,16.0,201.0,2003519.0,2025290081.0,Highbridge                                                                 
709,P.S. 25 - BRONX,X,7,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS,11840000.0,CIP,X025,811 EAST 149 STREET,Bronx,10455.0,BRONX    ,"(40.812619, -73.906063)",40.812619,-73.906063,1.0,8.0,79.0,2004772.0,2026640001.0,Melrose South-Mott Haven North                                             
710,P.S. 32 - BRONX,X,10,EXTERIOR MASONRY/WINDOWS/PARAPETS,6239400.0,CIP,X032,690 EAST 183 STREET,Bronx,10458.0,BRONX    ,"(40.852103, -73.885935)",40.852103,-73.885935,6.0,15.0,391.0,2012409.0,2030850001.0,Belmont                                                                    
711,P.S. 33 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,4829000.0,CIP,X033,2424 JEROME AVENUE,Bronx,10468.0,BRONX    ,"(40.86185, -73.90176)",40.86185,-73.90176,5.0,14.0,239.0,2014099.0,2031880020.0,Fordham South                                                              
712,P.S. 36 - BRONX,X,8,EXT MASONRY/ROOFS/PARAPETS/WINDOWS/EXT DOORS/FLOOD,12843000.0,CIP,X036,1070 CASTLE HILL AVENUE,Bronx,10472.0,BRONX    ,"(40.829344, -73.850428)",40.829344,-73.850428,9.0,18.0,78.0,2026706.0,2038170001.0,Westchester-Unionport                                                      
713,P.S. 36 - BRONX,X,8,FULL PROGRAM ACCESSIBILITY,6900000.0,CIP,X036,1070 CASTLE HILL AVENUE,Bronx,10472.0,BRONX    ,"(40.829344, -73.850428)",40.829344,-73.850428,9.0,18.0,78.0,2026706.0,2038170001.0,Westchester-Unionport                                                      
714,P.S. 41 - BRONX,X,11,PLANYC BOILER CONVERSION/CLIMATE CONTROL,5484000.0,CIP,X041,3352 OLINVILLE AVENUE,Bronx,10467.0,BRONX    ,"(40.874313, -73.868157)",40.874313,-73.868157,12.0,12.0,374.0,2056898.0,2046240015.0,Williamsbridge-Olinville                                                   
715,P.S. 44 - BRONX,X,12,EXTERIOR MASONRY/PARAPETS/ROOFS,9115000.0,CIP,X044,1825 PROSPECT AVENUE,Bronx,10457.0,BRONX    ,"(40.842084, -73.891116)",40.842084,-73.891116,6.0,17.0,36902.0,2009957.0,2029490064.0,East Tremont                                                               
